,date,incident_info,mean_temperature,min_temperature,max_temperature,total_precipitation,snow_on_ground
37,2018-08-11,18,18.7,13.7,23.7,0.0,0.0
38,2018-08-12,9,13.7,8.2,19.3,6.7,0.0
39,2018-08-13,18,14.4,8.0,20.8,0.2,0.0
40,2018-08-14,23,18.7,8.0,29.5,0.2,0.0
41,2018-08-15,14,18.7,12.2,25.2,0.0,0.0
42,2018-08-16,14,18.4,8.4,28.4,0.0,0.0
43,2018-08-17,18,19.0,9.5,28.5,0.0,0.0
44,2018-08-18,9,13.4,7.6,19.2,0.0,0.0
45,2018-08-19,6,11.5,3.7,19.3,0.0,0.0
46,2018-08-20,12,14.8,10.2,19.4,0.4,0.0
47,2018-08-21,27,15.6,4.9,26.2,0.0,0.0
48,2018-08-22,22,19.9,8.0,31.8,0.2,0.0
49,2018-08-23,14,18.7,9.4,27.9,0.0,0.0
50,2018-08-24,22,11.5,7.0,16.0,5.3,0.0
51,2018-08-25,9,12.2,4.7,19.7,0.4,0.0
52,2018-08-26,14,13.7,7.4,20.1,4.8,0.0
53,2018-08-27,18,9.3,5.1,13.6,0.9,0.0
54,2018-08-28,16,12.4,3.2,21.5,0.2,0.0
55,2018-08-29,19,15.5,10.0,21.1,0.0,0.0
56,2018-08-30,23,14.2,7.5,20.8,0.2,0.0
58,2018-09-01,18,11.6,6.5,16.6,1.0,0.0
59,2018-09-02,10,12.5,4.1,20.9,0.3,0.0
60,2018-09-03,8,10.8,6.6,15.0,1.3,0.0
61,2018-09-04,16,9.7,5.0,14.5,0.0,0.0
62,2018-09-05,26,10.8,0.7,20.9,0.0,0.0
63,2018-09-06,25,14.0,2.7,25.2,0.0,0.0
64,2018-09-07,28,16.8,5.7,27.9,0.2,0.0
65,2018-09-08,13,14.9,7.3,22.5,0.0,0.0
66,2018-09-09,7,12.3,8.6,16.0,0.0,0.0
67,2018-09-10,24,11.1,4.1,18.0,5.3,0.0
68,2018-09-11,33,10.6,3.5,17.7,0.7,0.0
69,2018-09-12,15,4.0,0.0,8.1,0.0,0.0
70,2018-09-13,11,0.2,-2.3,2.6,0.0,0.0
71,2018-09-14,13,1.0,-2.1,4.0,0.0,0.0
72,2018-09-15,8,3.3,1.7,4.9,0.0,0.0
73,2018-09-16,15,2.5,0.5,4.5,1.2,0.0
74,2018-09-17,17,6.7,1.5,11.9,0.4,0.0
75,2018-09-18,19,4.7,2.7,6.7,0.0,0.0
76,2018-09-19,12,6.9,2.8,10.9,0.3,0.0
77,2018-09-20,24,5.0,0.2,9.8,0.2,0.0
78,2018-09-21,24,2.6,-0.4,5.7,2.1,0.0
80,2018-09-23,16,3.5,-0.3,7.3,0.7,0.0
81,2018-09-24,15,8.5,4.0,13.1,1.2,0.0
84,2018-09-27,19,2.9,0.7,5.0,10.4,0.0
86,2018-09-29,24,1.1,-1.4,3.5,0.0,0.0
87,2018-09-30,14,-1.6,-3.4,0.2,0.0,0.0
88,2018-10-01,17,-0.9,-2.2,0.5,3.8,0.0
89,2018-10-02,43,-3.1,-4.4,-1.8,19.1,15.0
90,2018-10-03,44,-4.7,-10.8,1.3,2.4,27.0
91,2018-10-04,31,-2.7,-6.5,1.0,0.0,18.0
92,2018-10-05,32,0.0,-7.6,7.6,0.0,10.0
93,2018-10-06,16,2.0,-5.5,9.5,0.0,8.0
94,2018-10-07,1,3.3,-5.1,11.7,0.0,5.0
95,2018-10-08,5,-1.2,-3.1,0.6,0.4,3.0
96,2018-10-09,29,-3.9,-4.7,-3.0,3.7,5.0
97,2018-10-10,13,-2.2,-4.0,-0.4,0.7,7.0
99,2018-10-12,30,6.5,-0.9,13.8,0.0,4.0
100,2018-10-13,13,-1.2,-3.2,0.9,0.0,1.0
101,2018-10-14,7,2.5,-6.6,11.6,0.2,1.0
102,2018-10-15,24,10.0,2.0,18.0,0.0,0.0
103,2018-10-16,21,9.6,-0.1,19.2,0.0,0.0
104,2018-10-17,35,11.6,1.6,21.5,0.0,0.0
105,2018-10-18,16,9.8,2.4,17.1,0.0,0.0
106,2018-10-19,25,5.9,-2.5,14.3,0.0,0.0
107,2018-10-20,21,10.1,-0.5,20.7,0.0,0.0
108,2018-10-21,9,4.6,-3.0,12.3,0.0,0.0
109,2018-10-22,21,4.8,-3.8,13.4,0.0,0.0
110,2018-10-23,25,6.6,-4.7,17.9,0.0,0.0
111,2018-10-24,21,9.1,1.5,16.8,0.0,0.0
112,2018-10-25,18,7.0,-1.6,15.5,0.0,0.0
113,2018-10-26,36,6.8,-3.0,16.6,0.4,0.0
114,2018-10-27,15,5.9,-1.2,13.1,0.0,0.0
115,2018-10-28,4,5.7,-1.5,12.9,0.0,0.0
116,2018-10-29,25,4.7,-2.3,11.7,0.0,0.0
117,2018-10-30,24,4.6,-3.3,12.4,0.0,0.0
118,2018-10-31,19,5.5,-0.4,11.5,0.0,0.0
119,2018-11-01,13,3.6,1.2,6.0,0.0,0.0
120,2018-11-02,16,0.7,-0.6,2.1,0.0,0.0
121,2018-11-03,7,4.6,-3.4,12.6,0.2,0.0
122,2018-11-04,5,5.2,-2.9,13.2,0.5,0.0
123,2018-11-05,37,-5.5,-8.2,-2.9,0.3,0.0
124,2018-11-06,13,-8.5,-10.1,-6.8,1.5,1.0
125,2018-11-07,22,-8.0,-12.0,-4.0,0.2,2.0
126,2018-11-08,17,-8.1,-15.1,-1.0,0.0,2.0
127,2018-11-09,27,-1.6,-11.3,8.0,0.2,2.0
128,2018-11-10,12,-0.6,-3.7,2.5,0.0,0.0
129,2018-11-11,10,-4.2,-7.3,-1.2,0.7,1.0
130,2018-11-12,14,-0.4,-9.1,8.4,0.0,1.0
131,2018-11-13,20,6.1,-2.1,14.2,0.0,0.0
132,2018-11-14,20,5.0,-1.6,11.6,0.0,0.0
133,2018-11-15,24,2.9,-3.2,8.9,0.0,0.0
134,2018-11-16,21,-6.4,-14.9,2.2,0.5,1.0
135,2018-11-17,27,-7.1,-16.7,2.6,0.2,2.0
136,2018-11-18,7,0.4,-4.8,5.5,0.7,1.0
137,2018-11-19,27,4.0,-3.4,11.4,0.0,0.0
138,2018-11-20,14,6.0,-1.5,13.4,0.0,0.0
139,2018-11-21,14,2.7,-2.7,8.2,0.0,0.0
140,2018-11-22,19,3.6,-4.0,11.3,0.0,0.0
141,2018-11-23,50,-2.9,-6.1,0.3,10.6,0.0
142,2018-11-24,12,-8.2,-13.3,-3.1,4.3,16.0
143,2018-11-25,8,-5.2,-11.4,0.9,0.2,12.0
144,2018-11-26,11,-3.1,-11.3,5.2,0.0,12.0
145,2018-11-27,23,5.0,0.2,9.9,0.0,8.0
146,2018-11-28,19,2.8,-2.5,8.1,0.0,5.0
147,2018-11-29,4,-1.0,-7.8,5.9,0.0,4.0
148,2018-11-30,10,-3.7,-9.8,2.3,0.0,3.0
149,2018-12-01,17,-3.9,-5.2,-2.6,3.4,5.0
150,2018-12-02,21,-4.3,-6.3,-2.4,2.9,10.0
151,2018-12-03,29,-6.4,-10.6,-2.3,0.2,10.0
152,2018-12-04,27,-5.8,-12.5,0.8,0.0,10.0
153,2018-12-05,29,-9.2,-14.4,-3.9,0.0,8.0
154,2018-12-06,26,-11.2,-19.5,-2.9,0.6,5.0
155,2018-12-07,28,-8.4,-17.6,0.7,0.6,5.0
156,2018-12-08,17,-5.9,-12.9,1.2,1.0,6.0
157,2018-12-09,11,-1.6,-8.7,5.4,0.0,6.0
158,2018-12-10,20,2.7,-0.2,5.5,0.0,7.0
159,2018-12-11,9,-1.9,-8.1,4.3,0.0,7.0
160,2018-12-12,24,-0.5,-4.6,3.6,0.0,7.0
161,2018-12-13,24,0.4,-5.7,6.5,0.3,7.0
162,2018-12-14,27,1.2,-6.5,8.9,0.2,7.0
163,2018-12-15,20,-0.6,-8.0,6.7,0.0,6.0
164,2018-12-16,7,-2.0,-6.8,2.9,0.0,4.0
165,2018-12-17,17,0.3,-6.8,7.5,0.0,5.0
166,2018-12-18,17,0.8,-4.6,6.3,0.0,4.0
167,2018-12-19,25,1.7,-2.7,6.1,0.0,3.0
168,2018-12-20,23,2.4,-3.5,8.4,0.0,3.0
169,2018-12-21,28,0.6,-3.5,4.7,0.0,3.0
170,2018-12-22,13,-6.3,-10.2,-2.5,0.0,2.0
171,2018-12-23,5,-2.5,-7.8,2.7,0.3,2.0
172,2018-12-24,14,-8.5,-13.4,-3.6,0.2,1.0
173,2018-12-25,13,-6.2,-10.3,-2.1,0.5,2.0
174,2018-12-26,5,-6.5,-9.0,-4.0,0.5,3.0
175,2018-12-27,21,-7.8,-9.8,-5.8,0.4,2.0
176,2018-12-28,10,-6.0,-13.8,1.7,0.0,2.0
177,2018-12-29,4,2.3,-4.2,8.7,0.0,3.0
178,2018-12-30,11,-5.1,-13.8,3.5,0.2,2.0
179,2018-12-31,13,-11.7,-15.2,-8.2,0.3,2.0
180,2019-01-01,6,-3.3,-12.2,5.7,0.2,3.0
181,2019-01-02,16,7.6,4.9,10.3,0.0,2.0
182,2019-01-03,15,3.7,-2.4,9.7,0.5,0.0
183,2019-01-04,27,1.2,-6.5,8.8,0.0,0.0
184,2019-01-05,10,-7.5,-10.0,-5.0,0.0,0.0
185,2019-01-06,6,-1.0,-7.2,5.1,0.0,0.0
186,2019-01-07,22,-9.6,-13.3,-6.0,0.7,0.0
187,2019-01-08,21,-10.7,-15.0,-6.4,0.2,0.0
188,2019-01-09,18,-8.3,-11.7,-4.9,0.0,0.0
189,2019-01-10,18,-1.0,-11.9,9.9,0.0,0.0
190,2019-01-11,18,-1.4,-10.3,7.4,0.0,0.0
191,2019-01-12,10,2.5,-4.4,9.4,0.5,0.0
192,2019-01-13,10,1.9,-6.2,10.1,0.3,0.0
193,2019-01-14,19,0.7,-8.3,9.7,0.6,0.0
194,2019-01-15,21,-6.6,-10.3,-2.8,0.2,0.0
195,2019-01-16,23,-6.9,-8.2,-5.7,1.5,0.0
196,2019-01-17,27,-12.5,-16.8,-8.2,1.7,3.0
197,2019-01-18,36,-15.9,-18.0,-13.9,0.9,6.0
198,2019-01-19,19,-8.3,-18.6,2.0,0.2,6.0
200,2019-01-21,20,-5.4,-10.8,0.1,0.0,5.0
201,2019-01-22,24,-4.1,-11.6,3.3,0.0,5.0
202,2019-01-23,19,-8.0,-17.1,1.0,0.0,5.0
203,2019-01-24,18,-9.2,-19.2,0.7,1.1,3.0
204,2019-01-25,18,-2.2,-7.4,2.9,0.5,4.0
205,2019-01-26,9,2.5,-6.8,11.9,0.2,4.0
206,2019-01-27,13,2.2,-5.7,10.1,0.0,1.0
207,2019-01-28,16,-6.2,-10.9,-1.6,0.3,1.0
208,2019-01-29,19,-8.2,-15.0,-1.3,0.0,0.0
209,2019-01-30,16,-2.1,-11.1,6.8,0.2,1.0
210,2019-01-31,21,1.4,-6.0,8.8,0.7,1.0
211,2019-02-01,9,-9.9,-16.9,-2.9,0.0,0.0
212,2019-02-02,16,-19.5,-22.4,-16.7,0.7,2.0
213,2019-02-03,20,-25.1,-27.9,-22.2,0.2,2.0
214,2019-02-04,19,-26.4,-27.8,-25.0,0.0,2.0
215,2019-02-05,37,-25.4,-29.3,-21.4,0.3,2.0
216,2019-02-06,38,-21.2,-26.9,-15.6,0.2,2.0
217,2019-02-07,32,-18.8,-26.0,-11.6,0.8,2.0
218,2019-02-08,43,-18.6,-24.0,-13.2,1.7,2.0
219,2019-02-09,33,-26.2,-28.4,-24.0,0.2,3.0
220,2019-02-10,16,-27.0,-30.0,-24.1,1.0,3.0
221,2019-02-11,42,-24.7,-28.2,-21.3,0.9,6.0
222,2019-02-12,38,-23.6,-30.3,-17.0,1.2,7.0
223,2019-02-13,42,-20.7,-24.4,-17.1,1.0,8.0
224,2019-02-14,21,-17.8,-24.8,-10.7,0.0,8.0
225,2019-02-15,37,-20.1,-23.2,-17.0,1.7,8.0
226,2019-02-16,31,-16.7,-18.2,-15.2,1.8,13.0
227,2019-02-17,13,-18.1,-19.6,-16.5,0.2,3.0
228,2019-02-18,14,-19.9,-24.3,-15.5,0.0,3.0
229,2019-02-19,21,-12.0,-22.7,-1.3,0.0,3.0
230,2019-02-20,23,-9.0,-13.4,-4.6,0.4,4.0
231,2019-02-21,14,-14.6,-19.2,-10.0,0.0,3.0
232,2019-02-22,19,-8.1,-15.8,-0.4,0.0,3.0
233,2019-02-23,26,-12.4,-19.9,-5.0,1.3,3.0
234,2019-02-24,18,-20.8,-24.1,-17.5,0.0,3.0
235,2019-02-25,23,-24.7,-31.2,-18.3,0.0,3.0
236,2019-02-26,18,-18.5,-25.9,-11.1,0.0,3.0
237,2019-02-27,18,-13.1,-23.0,-3.3,0.0,3.0
238,2019-02-28,11,-9.8,-15.1,-4.5,0.0,3.0
239,2019-03-01,14,-18.3,-27.9,-8.7,0.4,3.0
240,2019-03-02,4,-26.5,-32.4,-20.6,0.2,3.0
241,2019-03-03,9,-21.7,-29.1,-14.3,0.0,3.0
242,2019-03-04,18,-17.0,-26.1,-7.8,0.0,3.0
243,2019-03-05,18,-14.3,-21.2,-7.4,0.0,3.0
244,2019-03-06,11,-18.6,-24.7,-12.4,0.0,3.0
245,2019-03-07,15,-13.2,-17.3,-9.2,1.6,3.0
246,2019-03-08,22,-9.4,-13.9,-4.9,0.6,5.0
247,2019-03-09,14,-9.4,-15.0,-3.8,0.0,4.0
248,2019-03-10,5,-7.2,-16.2,1.8,0.0,3.0
249,2019-03-11,16,2.8,-4.0,9.7,0.0,6.0
250,2019-03-12,20,1.1,-2.4,4.6,1.2,3.0
251,2019-03-13,9,-2.8,-6.5,0.9,0.0,3.0
252,2019-03-15,18,-0.3,-3.8,3.2,0.0,2.0
253,2019-03-16,10,-2.5,-9.5,4.4,0.0,1.0
254,2019-03-17,10,1.7,-7.0,10.5,0.0,1.0
255,2019-03-18,19,4.3,-2.3,10.9,0.0,1.0
257,2019-03-20,12,7.0,-2.5,16.5,0.0,0.0
258,2019-03-21,14,5.2,-2.6,13.0,0.0,1.0
259,2019-03-22,10,5.7,-3.7,15.0,0.0,0.0
260,2019-03-23,15,3.6,-3.4,10.6,0.0,0.0
261,2019-03-24,11,0.3,-1.0,1.5,0.0,0.0
262,2019-03-25,10,3.9,-1.9,9.7,0.0,1.0
263,2019-03-26,10,6.3,-0.8,13.4,0.0,1.0
264,2019-03-27,18,1.4,-2.8,5.5,1.9,4.0
265,2019-03-28,7,2.0,-3.9,7.9,0.0,1.0
266,2019-03-29,11,2.8,-4.2,9.8,0.0,1.0
267,2019-03-30,9,5.0,-2.9,12.8,0.0,0.0
268,2019-03-31,8,5.1,0.3,9.9,0.0,1.0
269,2019-04-01,5,4.1,-0.5,8.7,0.0,1.0
270,2019-04-02,18,2.4,-4.9,9.7,0.0,0.0
271,2019-04-03,10,4.0,-4.6,12.6,0.0,0.0
272,2019-04-04,21,6.6,1.0,12.1,0.0,0.0
273,2019-04-05,16,4.1,-2.1,10.3,0.0,1.0
274,2019-04-06,7,6.4,-0.6,13.3,0.0,0.0
275,2019-04-07,6,6.3,-0.5,13.1,0.0,0.0
276,2019-04-08,19,5.1,-2.7,13.0,0.0,0.0
277,2019-04-09,11,4.0,-5.2,13.2,0.0,0.0
278,2019-04-10,11,6.8,1.4,12.1,0.0,0.0
279,2019-04-11,24,2.9,0.3,5.4,5.9,0.0
280,2019-04-12,14,3.2,-1.5,7.9,0.3,2.0
281,2019-04-13,17,4.1,-3.4,11.6,0.0,0.0
282,2019-04-14,8,4.3,-1.1,9.7,0.0,0.0
283,2019-04-15,17,2.5,-4.8,9.7,0.0,0.0
284,2019-04-16,15,2.7,-6.9,12.3,0.0,0.0
285,2019-04-17,13,7.7,0.4,15.1,0.0,0.0
286,2019-04-18,9,10.0,-0.4,20.4,0.0,0.0
287,2019-04-29,7,-0.6,-6.3,5.1,0.0,0.0
288,2019-04-30,10,-1.2,-5.9,3.5,0.0,0.0
289,2019-05-01,16,2.2,-2.7,7.1,0.0,0.0
290,2019-05-02,11,5.2,-0.6,10.9,3.8,0.0
291,2019-05-03,12,3.7,-0.6,8.0,0.0,0.0
292,2019-05-04,16,-1.5,-2.8,-0.2,2.7,0.0
293,2019-05-05,6,-0.5,-3.7,2.8,1.1,3.0
294,2019-05-06,16,4.2,-3.7,12.0,0.0,0.0
295,2019-05-07,12,5.7,0.5,10.9,5.2,0.0
296,2019-05-08,14,7.1,1.4,12.9,1.7,0.0
297,2019-05-09,14,9.7,1.7,17.6,0.6,0.0
298,2019-05-10,15,12.0,4.9,19.2,0.0,0.0
299,2019-05-11,14,12.0,0.4,23.7,0.0,0.0
300,2019-05-12,7,16.0,10.7,21.3,0.0,0.0
301,2019-05-13,12,12.3,5.4,19.3,0.0,0.0
302,2019-05-14,13,14.1,8.2,20.0,0.4,0.0
303,2019-05-15,12,12.6,7.8,17.4,0.2,0.0
304,2019-05-16,14,6.9,5.5,8.3,0.2,0.0
305,2019-05-17,10,4.9,2.5,7.3,8.4,0.0
306,2019-05-18,11,4.1,1.9,6.3,1.8,0.0
307,2019-05-19,5,6.2,0.8,11.7,0.0,0.0
308,2019-05-20,5,3.1,-3.1,9.2,0.0,0.0
309,2019-05-21,14,5.6,3.7,7.4,1.1,0.0
310,2019-05-22,14,10.3,2.5,18.1,2.2,0.0
311,2019-05-23,12,12.7,4.4,21.0,0.0,0.0
312,2019-05-24,16,12.2,7.0,17.4,0.0,0.0
313,2019-05-25,7,7.6,2.9,12.3,5.1,0.0
314,2019-05-26,9,8.6,0.5,16.7,0.2,0.0
315,2019-05-27,11,11.3,2.8,19.8,0.0,0.0
316,2019-05-28,16,13.4,4.4,22.4,0.0,0.0
317,2019-05-29,11,15.6,4.9,26.4,0.0,0.0
318,2019-05-30,9,17.3,10.1,24.6,0.0,0.0
319,2019-05-31,18,15.5,9.3,21.8,0.0,0.0
320,2019-06-01,17,16.9,6.5,27.2,0.0,0.0
321,2019-06-02,8,17.0,8.2,25.8,0.0,0.0
322,2019-06-03,20,17.8,11.0,24.5,0.2,0.0
323,2019-06-04,18,15.6,8.0,23.3,0.0,0.0
324,2019-06-05,12,14.1,5.4,22.8,0.0,0.0
325,2019-06-06,13,12.4,6.9,18.0,3.5,0.0
326,2019-06-07,18,5.2,2.1,8.3,14.1,0.0
327,2019-06-08,15,8.7,3.6,13.9,3.2,0.0
328,2019-06-09,10,10.8,2.3,19.4,0.0,0.0
329,2019-06-10,17,12.5,5.6,19.5,0.0,0.0
330,2019-06-11,18,13.6,5.9,21.2,0.0,0.0
331,2019-06-12,22,16.6,8.0,25.1,0.0,0.0
332,2019-06-13,18,19.2,11.0,27.4,1.6,0.0
333,2019-08-06,1,15.9,11.4,20.4,4.0,0.0
334,2019-09-16,22,14.3,8.5,20.1,0.0,0.0
335,2019-09-17,24,12.7,7.9,17.5,0.0,0.0
336,2019-09-18,18,9.9,3.2,16.7,0.8,0.0
337,2019-09-19,23,11.3,7.3,15.3,9.9,0.0
338,2019-09-20,23,11.0,6.5,15.4,0.0,0.0
339,2019-09-21,14,10.9,2.1,19.7,0.0,0.0
340,2019-09-22,11,14.0,5.5,22.5,0.0,0.0
341,2019-09-23,18,10.7,5.6,15.7,0.0,0.0
342,2019-09-24,25,9.5,3.9,15.2,0.0,0.0
343,2019-09-25,19,9.7,3.1,16.3,0.0,0.0
344,2019-09-26,18,6.5,2.5,10.5,0.8,0.0
345,2019-09-27,19,0.8,-2.6,4.3,2.7,0.0
346,2019-09-28,32,-2.2,-3.5,-0.9,2.1,1.0
347,2019-09-29,54,-2.2,-3.0,-1.5,10.4,9.0
348,2019-09-30,40,-1.1,-4.0,1.8,2.3,11.0
349,2019-10-01,20,-2.4,-8.7,4.0,0.0,4.0
350,2019-10-02,23,2.5,-4.8,9.9,0.0,3.0
351,2019-10-03,17,2.5,-5.2,10.2,0.0,0.0
352,2019-10-04,21,6.0,-2.3,14.2,0.0,0.0
353,2019-10-05,16,8.6,3.6,13.6,0.0,0.0
354,2019-10-06,13,11.1,5.3,17.0,0.0,0.0
355,2019-10-07,19,9.0,0.2,17.8,0.0,0.0
356,2019-10-08,51,-2.4,-7.0,2.3,2.5,4.0
357,2019-10-09,27,-6.4,-10.0,-2.7,0.0,4.0
358,2019-10-10,21,-4.5,-12.4,3.3,0.0,3.0
359,2019-10-11,23,-0.8,-8.2,6.7,0.0,0.0
360,2019-10-12,17,3.0,-6.7,12.7,0.0,0.0
361,2019-10-13,6,3.8,-0.9,8.5,0.0,1.0
362,2019-10-14,3,0.8,-3.9,5.4,0.0,0.0
363,2019-10-15,24,2.7,-5.2,10.7,0.0,2.0
364,2019-10-16,29,11.2,3.8,18.6,0.0,0.0
365,2019-10-17,24,7.7,0.7,14.8,0.0,1.0
366,2019-10-18,19,4.8,-2.2,11.8,0.0,1.0
370,2019-10-22,16,4.7,-4.0,13.5,0.0,0.0
371,2019-10-23,14,1.8,-2.5,6.1,0.0,0.0
372,2019-10-24,23,6.9,-1.8,15.5,0.0,0.0
373,2019-10-25,24,9.4,0.6,18.1,0.0,0.0
374,2019-10-26,14,-2.3,-5.4,0.8,0.2,0.0
375,2019-10-27,6,-1.7,-6.5,3.0,0.3,0.0
376,2019-10-28,35,-8.0,-13.2,-2.8,1.1,4.0
377,2019-10-29,20,-10.7,-18.6,-2.8,0.2,2.0
378,2019-10-30,25,-2.2,-12.9,8.6,0.0,3.0
379,2019-10-31,22,0.4,-3.5,4.3,0.0,0.0
380,2019-11-01,19,-0.4,-7.1,6.4,0.0,0.0
381,2019-11-02,18,2.0,-4.5,8.5,0.2,0.0
382,2019-11-03,16,0.4,-2.4,3.2,3.6,0.0
383,2019-11-04,13,-1.5,-2.9,-0.2,1.3,4.0
384,2019-11-05,21,-5.3,-11.5,0.9,2.5,2.0
385,2019-11-06,13,-10.4,-16.4,-4.4,0.2,6.0
386,2019-11-07,23,-2.7,-13.7,8.3,0.0,6.0
387,2019-11-08,28,7.0,2.0,11.9,0.0,3.0
388,2019-11-09,15,-4.2,-10.9,2.5,0.3,0.0
389,2019-11-10,16,-14.6,-18.5,-10.8,3.7,8.0
390,2019-11-11,11,-6.3,-18.4,5.9,0.0,7.0
391,2019-11-12,23,2.2,-1.8,6.2,0.0,6.0
395,2019-11-16,11,3.6,-1.0,8.2,0.0,0.0
396,2019-11-17,1,7.5,0.6,14.5,0.2,0.0
397,2019-11-18,12,4.3,-0.5,9.2,0.0,0.0
398,2019-11-19,18,0.5,-1.5,2.4,11.3,2.0
400,2019-11-21,19,-2.9,-11.4,5.7,0.0,12.0
401,2019-11-22,23,2.4,-4.9,9.6,0.0,12.0
402,2019-11-23,10,5.8,1.1,10.4,0.0,5.0
403,2019-11-24,8,2.7,-1.5,6.9,0.4,0.0
404,2019-11-25,25,-3.7,-8.0,0.6,0.0,0.0
405,2019-11-26,28,-6.0,-8.0,-4.0,0.6,0.0
406,2019-11-27,38,-11.0,-14.2,-7.8,2.9,1.0
407,2019-11-28,40,-16.6,-20.6,-12.6,0.6,7.0
408,2019-11-29,44,-15.8,-22.6,-9.0,0.3,7.0
409,2019-11-30,22,-15.7,-21.6,-9.8,0.0,7.0
410,2019-12-01,12,-6.2,-15.9,3.4,0.0,6.0
411,2019-12-02,13,2.0,-0.2,4.2,0.0,6.0
412,2019-12-03,24,2.2,-4.7,9.2,0.0,5.0
413,2019-12-04,25,-5.4,-8.5,-2.2,0.6,4.0
414,2019-12-05,35,-7.2,-11.8,-2.5,0.0,4.0
415,2019-12-06,24,-6.5,-12.8,-0.2,0.0,4.0
416,2019-12-07,13,-5.4,-10.1,-0.6,0.1,5.0
417,2019-12-08,26,-12.5,-19.0,-5.9,2.0,10.0
418,2019-12-09,35,-4.8,-8.5,-1.2,1.9,7.0
419,2019-12-10,21,-7.9,-13.5,-2.3,0.0,10.0
420,2019-12-11,36,-10.0,-13.0,-6.9,2.4,8.0
421,2019-12-12,30,-9.9,-14.0,-5.9,0.0,12.0
422,2019-12-13,24,-12.5,-14.6,-10.4,0.0,11.0
423,2019-12-14,13,-9.4,-16.0,-2.8,0.0,10.0
424,2019-12-15,13,-9.2,-16.2,-2.1,0.0,10.0
425,2019-12-16,20,-6.3,-13.4,0.8,0.0,9.0
426,2019-12-17,17,3.4,-1.0,7.8,0.0,8.0
427,2019-12-18,28,0.9,-5.0,6.7,0.1,7.0
428,2019-12-19,25,-1.1,-5.8,3.6,0.3,6.0
429,2019-12-20,30,1.7,-2.2,5.6,1.5,6.0
430,2019-12-21,13,-1.3,-3.5,1.0,0.9,6.0
431,2019-12-22,16,-4.2,-7.9,-0.5,2.7,9.0
432,2019-12-23,25,-7.7,-14.0,-1.5,0.5,11.0
433,2019-12-24,15,-12.1,-16.0,-8.1,0.0,10.0
434,2019-12-25,11,-10.5,-17.1,-3.9,0.0,10.0
435,2019-12-26,15,-9.5,-16.9,-2.1,0.0,9.0
436,2019-12-27,12,-5.7,-11.6,0.2,0.0,10.0
437,2019-12-28,11,-9.1,-15.2,-2.9,0.0,8.0
438,2019-12-29,6,-4.2,-10.7,2.3,0.0,9.0
439,2019-12-30,13,-2.8,-12.4,6.7,0.1,9.0
440,2019-12-31,4,3.5,1.3,5.8,0.3,8.0
441,2020-01-01,5,-1.6,-5.3,2.2,0.0,5.0
442,2020-01-02,30,-4.2,-11.7,3.3,1.4,5.0
443,2020-01-03,24,-0.4,-10.0,9.1,0.0,7.0
444,2020-01-04,15,2.4,-3.8,8.6,0.6,7.0
445,2020-01-05,6,-4.1,-11.9,3.7,0.1,5.0
446,2020-01-06,16,-4.8,-9.9,0.2,0.0,5.0
447,2020-01-07,18,-9.7,-13.1,-6.3,0.5,5.0
448,2020-01-08,24,-10.6,-14.1,-7.1,0.2,7.0
449,2020-01-09,23,-16.1,-18.5,-13.7,0.0,7.0
450,2020-01-10,27,-13.9,-20.7,-7.0,0.0,6.0
451,2020-01-11,17,-15.5,-20.4,-10.5,0.0,7.0
452,2020-01-12,6,-22.7,-25.4,-19.9,0.3,7.0
453,2020-01-13,57,-28.4,-31.6,-25.3,0.3,7.0
454,2020-01-14,55,-30.5,-32.5,-28.4,0.0,7.0
455,2020-01-15,40,-30.2,-33.2,-27.2,0.0,7.0
456,2020-01-16,34,-28.5,-29.8,-27.3,0.0,7.0
457,2020-01-17,31,-25.2,-27.5,-22.9,0.0,7.0
458,2020-01-18,19,-23.5,-28.1,-18.9,0.0,7.0
459,2020-01-19,19,-8.1,-21.5,5.3,0.0,7.0
460,2020-01-20,19,1.6,-3.7,6.9,0.0,7.0
461,2020-01-21,17,-1.0,-8.5,6.5,0.0,6.0
462,2020-01-22,30,0.9,-3.4,5.1,0.0,7.0
463,2020-01-23,19,0.1,-9.0,9.2,0.0,6.0
464,2020-01-24,21,4.8,0.5,9.0,0.0,6.0
465,2020-01-25,17,2.9,-2.3,8.1,0.0,4.0
466,2020-01-26,9,-3.4,-8.3,1.5,0.0,2.0
467,2020-01-27,14,0.6,-5.2,6.4,0.0,2.0
468,2020-01-28,18,-1.1,-6.6,4.4,0.0,2.0
469,2020-01-29,7,-2.4,-11.4,6.6,0.0,1.0
470,2020-01-30,8,0.1,-5.6,5.8,0.0,1.0
471,2020-01-31,17,1.9,-4.1,7.9,0.1,0.0
472,2020-02-01,6,2.4,-5.4,10.2,4.1,0.0
473,2020-02-02,28,-6.7,-11.5,-1.9,3.2,6.0
474,2020-02-03,15,-9.7,-14.2,-5.2,0.5,6.0
475,2020-02-04,16,-10.1,-20.3,0.0,0.2,6.0
476,2020-02-05,10,1.0,-2.0,4.1,0.1,0.0
477,2020-02-06,20,-2.6,-7.1,1.9,0.0,0.0
478,2020-02-07,14,-4.6,-9.4,0.3,0.0,0.0
479,2020-02-08,14,-7.7,-12.0,-3.5,3.6,1.0
480,2020-02-09,14,-5.7,-12.9,1.4,0.4,1.0
481,2020-02-10,18,-3.2,-7.8,1.4,0.0,0.0
