,date,incident_info,mean_temperature,min_temperature,max_temperature,total_precipitation,snow_on_ground
482,2020-02-11,21,-2.3,-8.8,4.2,0.7,0.0
483,2020-02-12,21,-10.9,-13.7,-8.1,0.0,0.0
484,2020-02-13,23,-3.3,-14.0,7.3,0.2,0.0
485,2020-02-14,32,-4.5,-10.3,1.2,1.3,0.0
486,2020-02-15,14,-2.7,-8.9,3.6,0.0,0.0
487,2020-02-16,10,-3.2,-8.3,2.0,0.0,0.0
488,2020-02-17,15,-11.9,-16.7,-7.0,1.2,0.0
489,2020-02-18,39,-11.8,-17.8,-5.9,0.6,2.0
490,2020-02-19,25,-8.2,-17.9,1.5,0.0,1.0
491,2020-02-20,29,-3.1,-14.8,8.6,0.3,0.0
492,2020-02-21,29,1.2,-4.0,6.3,0.2,0.0
493,2020-02-22,15,-2.1,-9.6,5.4,0.0,0.0
494,2020-02-23,14,-5.0,-10.2,0.3,1.6,0.0
495,2020-02-24,22,-5.9,-11.4,-0.5,0.8,6.0
496,2020-02-25,34,-7.8,-16.1,0.4,0.0,5.0
497,2020-02-26,21,-0.2,-5.2,4.9,0.0,5.0
498,2020-02-27,27,3.2,-1.9,8.4,0.1,3.0
499,2020-02-28,26,4.2,-1.8,10.3,0.1,0.0
500,2020-02-29,12,1.3,-4.1,6.7,1.4,0.0
501,2020-03-01,13,-4.4,-12.2,3.5,0.1,5.0
502,2020-03-02,24,2.6,-0.6,5.8,0.2,1.0
503,2020-03-03,34,1.2,-4.9,7.3,0.3,1.0
504,2020-03-04,22,-0.6,-5.4,4.2,0.7,1.0
505,2020-03-05,22,0.0,-8.7,8.8,0.0,0.0
506,2020-03-06,24,0.4,-6.9,7.7,0.0,1.0
507,2020-03-07,26,-11.1,-15.4,-6.8,1.8,1.0
508,2020-03-08,18,-13.8,-20.0,-7.7,0.0,3.0
509,2020-03-09,22,-7.3,-16.7,2.1,0.0,1.0
510,2020-03-10,21,-2.4,-9.2,4.4,0.2,0.0
511,2020-03-11,14,-0.4,-4.4,3.5,0.0,1.0
512,2020-03-12,27,-3.9,-8.6,0.8,1.1,1.0
513,2020-03-13,44,-14.7,-20.7,-8.7,2.5,3.0
514,2020-03-14,29,-19.8,-22.0,-17.6,1.7,5.0
515,2020-03-15,10,-17.4,-25.6,-9.3,0.0,4.0
516,2020-03-16,18,-5.6,-15.3,4.0,0.0,3.0
517,2020-03-17,8,-3.0,-7.2,1.1,0.2,3.0
518,2020-03-18,16,-8.8,-10.6,-7.1,0.1,1.0
519,2020-03-19,5,-10.2,-12.4,-8.0,0.4,1.0
520,2020-03-20,9,-5.8,-13.5,1.9,0.3,2.0
521,2020-03-21,5,-2.8,-10.3,4.8,0.2,0.0
522,2020-03-22,6,0.3,-7.1,7.7,0.0,1.0
523,2020-03-23,10,1.6,-6.7,9.9,0.4,0.0
524,2020-03-24,9,-3.9,-5.5,-2.4,0.7,1.0
525,2020-03-25,8,-5.2,-9.9,-0.5,1.5,0.0
526,2020-03-26,7,-0.1,-7.6,7.3,0.5,1.0
527,2020-03-27,10,2.4,-5.2,10.1,0.0,0.0
528,2020-03-28,4,1.4,-3.4,6.3,0.0,1.0
529,2020-03-29,2,4.5,-1.9,11.0,0.0,1.0
530,2020-03-30,6,-4.9,-10.1,0.2,2.0,1.0
531,2020-03-31,18,-10.1,-12.4,-7.8,0.0,4.0
532,2020-04-01,7,-12.8,-15.6,-10.0,0.1,1.0
533,2020-04-02,15,-11.7,-15.0,-8.4,0.0,1.0
534,2020-04-03,14,-9.5,-11.4,-7.6,0.0,1.0
535,2020-04-04,4,-7.4,-12.2,-2.6,0.0,0.0
536,2020-04-05,4,-5.6,-7.9,-3.3,0.2,1.0
537,2020-04-06,14,-1.0,-7.5,5.4,1.0,1.0
538,2020-04-07,12,0.3,-3.8,4.4,1.6,1.0
539,2020-04-08,2,0.2,-4.2,4.7,0.0,1.0
540,2020-04-09,8,4.9,-3.9,13.7,0.0,1.0
541,2020-04-10,3,0.3,-3.6,4.2,1.7,1.0
542,2020-04-11,11,-6.4,-9.3,-3.4,2.7,9.0
543,2020-04-12,2,-5.8,-10.0,-1.6,0.2,5.0
544,2020-04-13,11,-3.0,-10.7,4.7,0.0,2.0
545,2020-04-14,6,3.4,-1.5,8.3,2.5,1.0
546,2020-04-15,9,-0.8,-2.7,1.1,2.9,2.0
547,2020-04-16,10,2.2,-6.1,10.5,0.0,1.0
548,2020-04-17,7,7.1,2.6,11.5,1.7,1.0
549,2020-04-18,5,2.0,-0.8,4.9,0.5,1.0
550,2020-04-19,8,5.8,-3.1,14.8,0.0,0.0
551,2020-04-20,17,11.8,4.7,18.9,0.0,1.0
552,2020-04-21,11,13.2,6.9,19.5,0.0,1.0
553,2020-04-22,9,8.5,3.2,13.8,0.9,1.0
554,2020-04-23,6,7.2,0.1,14.2,0.1,1.0
555,2020-04-24,15,6.9,-1.7,15.6,0.0,0.0
556,2020-04-25,5,9.0,0.6,17.5,0.3,0.0
557,2020-04-26,6,7.9,1.4,14.4,0.2,0.0
558,2020-04-27,13,8.9,0.7,17.1,0.0,0.0
559,2020-04-28,8,8.3,-0.8,17.4,0.0,0.0
560,2020-04-29,9,11.8,2.3,21.3,0.0,0.0
561,2020-04-30,18,10.9,3.1,18.8,0.0,0.0
562,2020-05-01,17,7.0,-1.6,15.6,0.0,0.0
563,2020-05-02,5,9.0,-1.0,19.0,0.0,0.0
564,2020-05-03,5,9.1,1.2,17.0,9.5,0.0
565,2020-05-04,16,4.0,1.6,6.4,0.2,0.0
566,2020-05-05,12,6.8,-2.5,16.1,0.0,0.0
567,2020-05-06,13,8.2,0.1,16.2,0.0,0.0
568,2020-05-07,11,11.4,5.9,16.9,0.3,0.0
569,2020-05-08,6,6.7,2.5,10.8,0.8,0.0
570,2020-05-09,8,6.0,-1.3,13.4,0.0,0.0
571,2020-05-10,8,3.6,0.0,7.2,0.8,0.0
572,2020-05-11,11,3.5,-2.0,8.9,0.0,0.0
573,2020-05-12,12,5.5,0.9,10.2,0.0,0.0
574,2020-05-13,13,6.6,-2.0,15.2,0.0,0.0
575,2020-05-14,17,9.0,0.4,17.6,0.2,0.0
576,2020-05-15,14,9.4,1.1,17.8,0.0,0.0
577,2020-05-16,11,11.8,1.5,22.0,0.0,0.0
578,2020-05-17,13,13.0,5.0,20.9,0.0,0.0
579,2020-05-18,8,13.7,7.9,19.5,0.0,0.0
580,2020-05-19,14,11.3,8.1,14.4,0.7,0.0
581,2020-05-20,18,9.0,7.0,11.1,2.1,0.0
582,2020-05-21,24,5.1,2.4,7.8,32.3,0.0
583,2020-05-22,21,4.0,2.8,5.2,15.2,0.0
584,2020-05-23,10,10.0,4.4,15.7,0.0,0.0
585,2020-05-24,5,11.3,2.4,20.2,0.0,0.0
586,2020-05-25,12,13.6,7.1,20.0,0.0,0.0
587,2020-05-26,10,10.0,5.0,15.0,2.0,0.0
588,2020-05-27,21,9.4,1.3,17.5,0.0,0.0
589,2020-05-28,8,11.0,2.0,19.9,0.0,0.0
590,2020-05-29,18,14.1,6.4,21.7,0.0,0.0
591,2020-05-30,12,17.6,9.1,26.0,0.1,0.0
592,2020-05-31,16,14.4,9.2,19.5,38.4,0.0
593,2020-06-01,26,11.9,5.4,18.4,0.3,0.0
594,2020-06-02,13,12.7,3.9,21.5,0.0,0.0
595,2020-06-03,11,11.6,5.2,18.0,0.0,0.0
596,2020-06-04,8,10.3,4.1,16.4,0.0,0.0
597,2020-06-05,13,10.1,2.1,18.1,1.2,0.0
598,2020-06-06,11,14.0,9.0,19.0,3.4,0.0
599,2020-06-07,9,9.4,7.4,11.3,10.5,0.0
600,2020-06-08,21,10.0,3.6,16.5,2.5,0.0
601,2020-06-09,21,10.4,2.8,17.9,0.0,0.0
602,2020-06-10,11,15.0,7.9,22.1,0.0,0.0
603,2020-06-11,11,15.7,8.5,22.9,0.0,0.0
604,2020-06-12,18,19.5,11.6,27.4,2.0,0.0
605,2020-06-13,26,15.4,9.8,21.1,59.8,0.0
606,2020-06-14,20,12.7,6.9,18.5,0.0,0.0
607,2020-06-15,12,12.8,7.0,18.5,0.0,0.0
608,2020-06-16,12,12.0,5.8,18.1,0.7,0.0
609,2020-06-17,21,11.7,8.8,14.5,6.0,0.0
610,2020-06-18,16,11.6,7.7,15.5,0.0,0.0
611,2020-06-19,18,13.4,5.9,20.8,0.0,0.0
612,2020-06-20,7,16.9,10.3,23.6,0.0,0.0
613,2020-06-21,16,16.4,10.1,22.7,27.3,0.0
614,2020-06-22,9,16.0,8.2,23.7,0.0,0.0
615,2020-06-23,12,18.7,14.0,23.3,0.0,0.0
616,2020-06-24,22,15.2,11.8,18.6,4.1,0.0
617,2020-06-25,23,15.8,8.1,23.5,0.0,0.0
618,2020-06-26,15,18.1,10.4,25.7,0.0,0.0
619,2020-06-27,9,13.7,8.8,18.5,11.6,0.0
620,2020-06-28,8,10.6,7.9,13.3,13.1,0.0
621,2020-06-29,6,13.5,10.2,16.9,0.1,0.0
622,2020-06-30,20,11.3,9.9,12.7,29.8,0.0
623,2020-07-01,16,15.0,9.3,20.7,3.1,0.0
624,2020-07-02,15,14.7,10.3,19.1,0.0,0.0
625,2020-07-03,11,16.4,8.5,24.3,0.0,0.0
626,2020-07-04,17,13.8,7.8,19.8,8.8,0.0
627,2020-07-05,4,12.9,5.3,20.4,0.0,0.0
628,2020-07-06,7,15.2,7.8,22.5,0.0,0.0
629,2020-07-07,12,13.6,10.4,16.8,14.4,0.0
631,2020-07-09,14,14.9,8.5,21.3,0.0,0.0
632,2020-07-10,12,15.9,10.4,21.4,0.0,0.0
633,2020-07-11,16,16.1,8.4,23.8,0.0,0.0
634,2020-07-12,3,15.6,10.4,20.7,0.0,0.0
635,2020-07-13,19,12.8,7.4,18.2,0.8,0.0
636,2020-07-14,19,16.1,9.4,22.9,0.0,0.0
637,2020-07-15,12,16.2,9.9,22.4,0.0,0.0
638,2020-07-16,16,19.2,11.4,27.1,0.0,0.0
639,2020-07-17,12,16.1,10.2,21.9,3.7,0.0
640,2020-07-18,11,15.5,9.4,21.6,0.0,0.0
641,2020-07-19,10,16.4,11.9,21.0,3.6,0.0
642,2020-07-20,16,16.2,10.3,22.1,0.0,0.0
643,2020-07-21,24,18.1,10.9,25.3,0.0,0.0
644,2020-07-22,23,19.1,14.3,24.0,0.0,0.0
645,2020-07-23,20,17.2,12.2,22.3,24.4,0.0
646,2020-07-24,8,14.1,9.2,18.9,3.6,0.0
647,2020-07-25,14,13.5,6.8,20.2,0.0,0.0
648,2020-07-26,10,15.6,8.1,23.1,0.0,0.0
649,2020-07-27,11,18.6,10.5,26.7,0.0,0.0
650,2020-07-28,24,20.8,11.9,29.7,0.0,0.0
651,2020-07-29,7,21.4,15.8,27.1,0.0,0.0
652,2020-07-30,17,21.6,16.5,26.8,0.0,0.0
653,2020-07-31,26,21.8,16.6,27.0,0.0,0.0
654,2020-08-01,11,21.0,14.0,28.0,1.4,0.0
655,2020-08-02,13,21.3,14.2,28.3,0.0,0.0
656,2020-08-03,11,20.5,12.9,28.1,0.2,0.0
657,2020-08-04,19,17.0,8.6,25.4,0.0,0.0
658,2020-08-05,14,20.7,12.0,29.3,0.0,0.0
659,2020-08-06,16,20.1,11.0,29.2,0.0,0.0
660,2020-08-07,14,14.7,8.9,20.5,9.6,0.0
661,2020-08-08,17,15.1,8.7,21.6,0.0,0.0
662,2020-08-09,15,12.4,3.7,21.0,0.1,0.0
663,2020-08-10,21,18.9,12.1,25.6,0.0,0.0
664,2020-08-11,3,14.8,7.4,22.1,0.0,0.0
665,2020-08-12,23,13.5,8.7,18.4,0.0,0.0
666,2020-08-13,26,13.5,5.1,22.0,0.0,0.0
667,2020-08-14,29,13.7,5.0,22.5,0.1,0.0
668,2020-08-15,13,18.3,9.7,27.0,0.0,0.0
669,2020-08-16,9,20.0,9.0,30.9,0.0,0.0
670,2020-08-17,15,22.9,13.6,32.2,0.0,0.0
671,2020-08-18,24,23.7,14.3,33.1,0.0,0.0
672,2020-08-19,25,19.8,14.0,25.7,0.0,0.0
673,2020-08-20,14,20.0,14.3,25.7,0.0,0.0
674,2020-08-21,29,18.7,9.6,27.9,0.0,0.0
675,2020-08-22,16,16.9,9.8,23.9,0.0,0.0
676,2020-08-23,14,15.6,7.4,23.9,0.0,0.0
677,2020-08-24,25,19.4,9.5,29.4,0.3,0.0
678,2020-08-25,15,16.3,9.6,23.0,0.2,0.0
679,2020-08-26,22,15.3,6.4,24.2,0.0,0.0
680,2020-08-27,21,14.1,8.5,19.8,0.0,0.0
681,2020-08-28,15,17.1,8.5,25.8,0.0,0.0
682,2020-08-29,16,12.5,7.7,17.2,0.4,0.0
683,2020-08-30,14,11.3,3.9,18.6,0.7,0.0
684,2020-08-31,11,12.3,4.6,20.0,0.0,0.0
685,2020-09-01,24,16.8,10.6,23.0,0.0,0.0
686,2020-09-02,20,13.6,9.1,18.0,0.3,0.0
687,2020-09-03,28,13.9,3.1,24.6,0.0,0.0
688,2020-09-04,16,15.8,4.1,27.4,0.0,0.0
689,2020-09-05,8,19.1,9.5,28.7,0.0,0.0
690,2020-09-06,12,10.3,5.0,15.5,8.1,0.0
691,2020-09-07,7,6.4,2.0,10.8,10.0,0.0
692,2020-09-08,7,10.5,0.6,20.4,0.0,0.0
693,2020-09-09,18,13.5,4.5,22.4,0.0,0.0
694,2020-09-10,25,16.2,6.4,25.9,0.0,0.0
695,2020-09-11,27,17.9,7.0,28.7,0.0,0.0
696,2020-09-12,8,12.9,7.8,17.9,0.0,0.0
697,2020-09-13,9,11.2,7.0,15.4,0.0,0.0
699,2020-09-15,8,9.2,7.1,11.3,0.0,0.0
700,2020-09-16,7,13.3,6.6,20.1,0.0,0.0
701,2020-09-17,23,13.0,4.2,21.8,0.0,0.0
702,2020-09-18,15,12.6,5.0,20.2,0.0,0.0
703,2020-09-19,10,13.8,8.1,19.5,0.0,0.0
704,2020-09-20,13,13.6,7.6,19.6,0.0,0.0
705,2020-09-21,16,12.2,2.9,21.5,0.0,0.0
706,2020-09-22,12,10.4,4.1,16.8,0.0,0.0
707,2020-09-23,16,12.0,1.7,22.4,0.0,0.0
708,2020-09-24,24,13.6,7.7,19.6,0.2,0.0
709,2020-09-25,15,9.5,2.5,16.4,0.0,0.0
710,2020-09-26,13,10.8,4.8,16.8,0.0,0.0
711,2020-09-27,10,10.7,4.7,16.6,0.0,0.0
712,2020-09-28,17,14.4,7.0,21.8,0.0,0.0
713,2020-09-29,17,12.6,8.0,17.2,0.0,0.0
714,2020-09-30,21,9.8,4.7,14.8,0.0,0.0
715,2020-10-01,35,13.0,2.1,23.9,0.0,0.0
716,2020-10-02,18,12.2,4.4,19.9,0.0,0.0
717,2020-10-03,12,12.4,2.2,22.7,0.0,0.0
718,2020-10-04,16,16.2,8.5,24.0,0.0,0.0
719,2020-10-05,16,13.3,2.5,24.1,0.1,0.0
720,2020-10-06,19,11.0,4.2,17.8,0.0,0.0
721,2020-10-07,15,10.1,4.2,16.0,0.1,0.0
722,2020-10-08,15,10.9,4.6,17.2,0.0,0.0
723,2020-10-09,14,7.5,3.2,11.9,0.0,0.0
724,2020-10-10,14,15.2,9.3,21.2,0.1,0.0
725,2020-10-11,16,6.6,-0.2,13.4,0.2,0.0
726,2020-10-12,13,2.7,-0.1,5.5,1.7,0.0
727,2020-10-13,19,-0.6,-5.4,4.1,0.0,0.0
728,2020-10-14,17,1.3,-2.9,5.5,4.6,3.0
729,2020-10-15,6,0.1,-5.0,5.1,0.0,0.0
730,2020-10-16,1,-0.3,-4.1,3.6,3.2,0.0
731,2020-10-20,15,-1.5,-5.2,2.2,0.0,3.0
732,2020-10-21,24,-5.9,-9.1,-2.6,1.2,2.0
733,2020-10-22,9,-9.0,-10.1,-7.9,0.1,3.0
734,2020-10-23,35,-10.4,-11.9,-8.8,3.1,3.0
735,2020-10-24,25,-13.4,-16.6,-10.1,0.0,7.0
736,2020-10-25,8,-10.9,-20.2,-1.5,0.0,8.0
737,2020-10-26,16,-1.2,-6.2,3.8,0.0,8.0
738,2020-10-27,17,8.3,2.7,13.9,0.0,3.0
739,2020-10-28,21,2.1,-0.2,4.3,3.1,0.0
740,2020-10-29,18,2.4,-1.8,6.6,0.0,0.0
741,2020-10-30,19,5.2,-3.0,13.5,0.1,0.0
742,2020-10-31,14,1.7,-6.2,9.5,0.0,0.0
743,2020-11-01,5,8.5,-0.2,17.1,0.0,0.0
744,2020-11-02,31,13.0,3.0,23.0,0.0,0.0
746,2020-11-04,18,8.8,3.5,14.1,0.0,0.0
747,2020-11-05,11,6.9,0.4,13.5,0.8,0.0
748,2020-11-06,12,0.1,-3.7,3.9,0.0,0.0
749,2020-11-07,30,-3.8,-8.3,0.7,0.5,0.0
750,2020-11-08,3,-9.3,-11.2,-7.5,0.0,0.0
751,2020-11-09,15,-5.8,-14.5,2.9,0.0,0.0
752,2020-11-10,50,-2.1,-6.4,2.1,6.4,0.0
753,2020-11-11,15,-10.4,-14.5,-6.4,0.0,10.0
754,2020-11-12,13,-6.1,-14.9,2.8,0.0,8.0
755,2020-11-13,18,-3.3,-7.8,1.2,0.0,8.0
756,2020-11-14,15,-3.1,-7.0,0.8,0.0,8.0
757,2020-11-15,7,-3.2,-11.9,5.6,0.0,7.0
758,2020-11-16,22,-0.8,-7.4,5.8,0.0,7.0
759,2020-11-17,13,1.5,-5.5,8.6,0.2,7.0
760,2020-11-18,17,-2.3,-8.4,3.8,0.5,7.0
761,2020-11-19,14,-10.2,-12.2,-8.2,1.9,10.0
762,2020-11-20,18,-4.9,-12.0,2.1,0.0,9.0
763,2020-11-21,12,-1.1,-7.4,5.3,0.0,9.0
764,2020-11-22,11,-5.4,-11.9,1.0,0.0,9.0
765,2020-11-23,21,-2.6,-7.3,2.1,0.0,9.0
766,2020-11-24,12,-0.5,-9.2,8.2,0.0,8.0
767,2020-11-25,14,-2.9,-7.6,1.9,0.0,9.0
768,2020-11-26,25,0.0,-6.4,6.3,0.0,9.0
769,2020-11-27,20,4.7,-0.4,9.9,0.0,8.0
770,2020-11-28,13,0.3,-7.9,8.5,0.0,6.0
771,2020-11-29,8,-1.0,-10.5,8.5,0.0,6.0
772,2020-11-30,15,2.3,-3.7,8.3,0.0,6.0
773,2020-12-01,18,-1.5,-6.6,3.6,0.0,5.0
774,2020-12-02,21,1.8,-5.6,9.2,0.0,4.0
775,2020-12-03,24,4.6,-6.1,15.3,0.0,5.0
776,2020-12-04,17,5.2,-1.9,12.2,0.0,0.0
777,2020-12-05,13,3.6,-6.0,13.1,0.0,0.0
778,2020-12-06,12,4.7,-4.8,14.2,0.0,0.0
779,2020-12-07,11,7.4,1.1,13.7,0.0,0.0
780,2020-12-08,12,5.0,-2.7,12.7,0.0,0.0
781,2020-12-09,23,-3.7,-10.8,3.4,4.9,0.0
782,2020-12-10,25,-6.9,-12.8,-0.9,0.0,2.0
783,2020-12-11,43,-10.0,-12.8,-7.2,0.1,0.0
784,2020-12-12,12,-9.4,-13.8,-4.9,0.0,2.0
785,2020-12-13,7,-15.5,-17.3,-13.7,0.0,2.0
786,2020-12-14,15,-9.0,-16.8,-1.1,0.0,3.0
787,2020-12-15,17,-2.9,-8.1,2.3,0.0,3.0
788,2020-12-16,14,0.5,-3.2,4.1,0.0,2.0
789,2020-12-17,13,-2.0,-8.5,4.4,0.0,2.0
790,2020-12-18,16,-3.3,-11.8,5.1,0.0,1.0
791,2020-12-19,15,2.0,-1.7,5.7,0.0,1.0
792,2020-12-20,12,1.1,-3.9,6.1,0.0,0.0
793,2020-12-21,30,-0.1,-3.8,3.6,8.7,0.0
794,2020-12-22,38,-10.4,-17.6,-3.3,8.1,14.0
795,2020-12-23,43,-7.8,-20.7,5.2,0.0,9.0
796,2020-12-24,17,4.1,0.4,7.8,0.0,8.0
797,2020-12-26,14,-6.3,-8.8,-3.7,1.6,6.0
798,2020-12-27,13,-10.1,-12.6,-7.7,1.6,9.0
799,2020-12-28,14,-8.7,-14.2,-3.1,0.0,10.0
800,2020-12-29,8,-11.1,-16.4,-5.8,0.0,9.0
801,2020-12-30,9,-5.0,-10.9,0.9,0.0,9.0
802,2020-12-31,15,-5.4,-11.2,0.3,0.0,9.0
803,2021-01-01,7,-0.9,-5.0,3.2,0.0,8.0
804,2021-01-02,9,-0.1,-7.6,7.4,0.4,8.0
805,2021-01-03,4,-0.9,-6.5,4.8,0.0,6.0
806,2021-01-04,17,-2.7,-7.5,2.1,0.0,5.0
807,2021-01-05,18,-0.3,-5.5,4.9,0.0,5.0
808,2021-01-06,18,-2.2,-7.6,3.2,0.0,5.0
809,2021-01-07,14,-3.2,-10.1,3.7,0.0,5.0
810,2021-01-08,17,-8.7,-16.4,-1.0,0.0,5.0
811,2021-01-09,7,-7.5,-14.4,-0.6,0.0,5.0
812,2021-01-10,6,-4.2,-15.2,6.7,0.0,5.0
813,2021-01-11,14,2.5,-2.6,7.7,0.0,5.0
814,2021-01-12,15,2.5,-2.5,7.5,0.0,5.0
815,2021-01-13,18,2.1,-2.7,6.9,0.0,5.0
816,2021-01-14,12,-3.0,-7.3,1.4,0.0,5.0
817,2021-01-15,25,0.3,-7.0,7.5,0.0,5.0
818,2021-01-16,9,1.5,-1.7,4.6,0.0,4.0
819,2021-01-17,6,1.4,-3.5,6.3,0.0,4.0
820,2021-01-18,20,-3.0,-8.3,2.3,0.0,3.0
821,2021-01-19,11,-1.6,-12.6,9.4,0.0,3.0
822,2021-01-20,17,-3.7,-11.2,3.9,0.0,1.0
823,2021-01-21,15,-7.0,-12.0,-2.0,0.0,2.0
824,2021-01-22,15,-8.5,-13.5,-3.6,0.0,2.0
825,2021-01-23,7,-9.2,-15.9,-2.4,0.0,1.0
827,2021-01-25,6,-16.0,-17.8,-14.2,0.0,1.0
828,2021-01-26,20,-15.2,-17.5,-12.9,0.0,1.0
829,2021-01-27,32,-13.2,-14.5,-11.9,0.3,1.0
830,2021-01-28,10,-14.7,-15.9,-13.5,0.0,1.0
831,2021-01-29,20,-11.5,-16.7,-6.3,0.0,0.0
832,2021-01-30,11,-9.4,-19.2,0.5,0.0,0.0
833,2021-01-31,8,-4.1,-13.1,4.8,0.0,2.0
834,2021-02-01,18,-0.4,-10.4,9.7,0.0,1.0
835,2021-02-02,22,-10.9,-13.6,-8.3,2.9,0.0
836,2021-02-03,48,-16.2,-20.3,-12.0,3.7,7.0
837,2021-02-04,16,-11.4,-21.8,-0.9,0.0,7.0
838,2021-02-05,55,-14.2,-22.0,-6.3,2.0,10.0
839,2021-02-06,34,-22.2,-24.3,-20.1,2.3,11.0
840,2021-02-07,30,-27.2,-30.7,-23.8,0.1,12.0
841,2021-02-08,44,-27.9,-31.8,-24.0,0.0,12.0
842,2021-02-09,33,-28.0,-31.4,-24.7,0.0,12.0
843,2021-02-10,34,-29.2,-32.1,-26.3,0.0,11.0
844,2021-02-11,26,-29.5,-33.4,-25.6,0.0,12.0
845,2021-02-12,27,-23.8,-29.8,-17.9,0.0,11.0
846,2021-02-13,21,-23.0,-27.2,-18.9,0.0,11.0
847,2021-02-14,12,-24.8,-28.3,-21.4,0.0,11.0
848,2021-02-15,7,-20.2,-25.4,-15.0,0.0,8.0
849,2021-02-16,30,-13.9,-23.9,-3.9,1.3,8.0
850,2021-02-17,36,-10.1,-13.7,-6.5,0.1,12.0
851,2021-02-18,22,-10.6,-17.8,-3.5,0.0,10.0
852,2021-02-19,15,-1.7,-5.9,2.6,0.0,11.0
853,2021-02-20,7,-2.3,-6.9,2.2,0.0,11.0
854,2021-02-21,4,2.8,-2.6,8.3,0.0,10.0
855,2021-02-22,26,3.0,-1.4,7.3,1.6,10.0
856,2021-02-23,20,-2.6,-6.6,1.4,0.7,10.0
857,2021-02-24,17,-5.2,-11.3,0.9,0.0,8.0
858,2021-02-25,13,-0.4,-4.1,3.3,0.0,8.0
859,2021-02-26,18,-6.7,-13.5,0.1,1.8,7.0
860,2021-02-27,8,-10.9,-15.9,-6.0,0.0,9.0
861,2021-02-28,12,-0.9,-7.9,6.0,0.0,7.0
862,2021-03-01,13,4.8,0.4,9.2,0.0,6.0
863,2021-03-02,20,-0.1,-6.3,6.2,0.0,2.0
864,2021-03-03,17,2.0,-4.9,9.0,0.0,0.0
865,2021-03-04,15,1.8,-7.4,11.0,0.0,0.0
866,2021-03-05,20,4.6,-3.5,12.8,0.0,0.0
867,2021-03-06,10,1.0,-3.8,5.8,0.0,0.0
868,2021-03-07,7,0.6,-6.6,7.9,0.0,0.0
869,2021-03-08,6,0.2,-4.9,5.2,0.0,0.0
870,2021-03-09,9,-0.1,-6.2,6.0,0.0,1.0
871,2021-03-10,15,-6.2,-11.3,-1.1,0.0,0.0
872,2021-03-11,14,-4.2,-13.3,4.9,0.0,0.0
873,2021-03-12,12,5.4,-3.1,13.9,0.0,0.0
874,2021-03-13,12,5.5,-3.3,14.2,0.0,0.0
875,2021-03-14,8,8.3,-2.0,18.6,0.0,0.0
876,2021-03-15,18,1.9,-3.3,7.0,0.0,0.0
877,2021-03-16,16,1.1,-6.6,8.8,0.0,0.0
878,2021-03-17,29,2.4,-7.8,12.7,0.0,0.0
879,2021-03-18,16,5.6,-5.0,16.2,0.0,0.0
880,2021-03-19,18,8.0,0.9,15.1,0.0,0.0
881,2021-03-20,10,4.4,-2.1,10.9,0.0,0.0
882,2021-03-21,5,2.2,-3.6,7.9,0.0,0.0
883,2021-03-22,13,2.5,-2.1,7.1,0.0,0.0
884,2021-03-23,7,-0.5,-6.3,5.2,0.0,0.0
885,2021-03-24,8,3.7,-1.7,9.0,1.6,0.0
886,2021-03-25,27,-3.8,-5.9,-1.7,1.7,9.0
887,2021-03-26,8,-1.2,-4.8,2.3,0.6,8.0
888,2021-03-27,9,5.2,-2.8,13.1,0.0,5.0
889,2021-03-28,4,6.1,-2.4,14.6,0.3,0.0
890,2021-03-29,15,-6.5,-10.8,-2.3,0.0,0.0
891,2021-03-30,18,-3.1,-10.9,4.6,0.0,0.0
892,2021-03-31,15,4.1,-4.0,12.2,0.0,0.0
893,2021-04-01,16,8.2,-0.6,16.9,0.0,0.0
894,2021-04-02,14,3.7,-4.4,11.7,0.0,0.0
895,2021-04-03,12,6.1,-2.7,14.8,0.0,0.0
896,2021-04-04,8,0.8,-5.0,6.6,0.5,0.0
897,2021-04-05,17,2.9,-7.3,13.0,0.0,0.0
898,2021-04-06,15,6.8,-1.7,15.3,0.0,0.0
900,2021-04-08,15,2.3,-2.1,6.6,0.0,0.0
901,2021-04-09,14,3.1,-5.2,11.3,0.0,0.0
902,2021-04-10,8,1.1,-5.8,7.9,0.0,0.0
903,2021-04-11,11,0.2,-5.2,5.5,0.0,0.0
904,2021-04-12,18,-0.4,-5.4,4.7,0.0,0.0
905,2021-04-13,14,-1.2,-10.0,7.6,0.0,0.0
906,2021-04-14,14,3.0,-6.6,12.5,0.0,0.0
907,2021-04-15,26,4.8,-4.8,14.4,0.0,0.0
908,2021-04-16,15,6.6,-4.9,18.2,0.0,0.0
909,2021-04-17,8,9.1,-2.4,20.5,0.0,0.0
910,2021-04-18,9,2.9,-5.4,11.2,7.0,0.0
911,2021-04-19,8,0.5,-3.9,4.9,0.0,2.0
912,2021-04-20,15,2.2,-6.8,11.1,0.0,0.0
913,2021-04-21,23,8.7,-1.2,18.7,0.0,0.0
914,2021-04-22,15,2.0,-4.8,8.8,0.7,0.0
915,2021-04-23,8,-1.6,-5.0,1.8,0.1,0.0
916,2021-04-24,9,0.1,-3.7,3.9,0.0,0.0
917,2021-04-25,3,0.9,-2.0,3.8,3.4,0.0
918,2021-04-26,7,4.5,-5.1,14.0,0.0,0.0
919,2021-04-27,17,7.0,-0.2,14.2,0.0,0.0
920,2021-04-28,30,7.2,-3.4,17.9,0.0,0.0
